景点名,等级,地址,介绍,热度,价格,月销量,经度,纬度
开封东京极地海洋馆,,河南省开封市汴京大道252号汴京公园内,漫步海底隧道，观赏极地动物风采,0.0,129,192,114.37755776909917,34.80109468661691
钟鼓索道,,福建省厦门市思明区虎园路31号,乘缆车腾云驾雾飞过高山，越过森林,0.72,43.9,192,118.10040607120409,24.459149541705447
南江大峡谷,4A,贵州省贵阳市开阳县南江乡龙广村,陶渊明的第二故乡，贵州的香格里拉,0.78,78.8,192,106.98336491062366,26.950442363867854
古东瀑布,4A,广西省桂林市灵川县大圩镇漓江古东景区,满城桂花香，好汉苍翠的原始森林,0.7,67.1,192,110.46137935756246,25.11378562524451
思拉堡虹溪谷温泉,,辽宁省营口盖州市双台乡思拉堡村,到“泉城”享受生态自然生活,0.0,88,192,122.26356329514302,40.244778721127865
三清山,5A,江西省上饶市玉山县,人间四月芳菲尽 三清杜鹃始盛开,0.86,219,190,118.1689167516483,28.75933998856814
石浦渔港古城,4A,浙江省宁波市象山县南部的石浦港畔,中国四大渔港之一，有“浙洋中路重镇”之称,0.72,55,190,121.94618484628003,29.21941409340668
雪窦山,,浙江省宁波奉化市溪口镇武岭西路39-1号,"让心灵去远行,去雪窦山进行一场禅修之旅吧",0.74,80,190,121.29055311695281,29.688011571165816
郑州动物园,,河南省郑州市金水区金水区郑花路2号,在中原也能观赏到一些珍稀动物,0.78,15,190,113.68987679772317,34.795978007361995
溱湖国家湿地公园,5A,江苏省泰州市姜堰市溱潼镇,溱湖观赏湿地公园，品尝美味溱湖簖蟹,1.0,75.1,190,120.0893877068995,32.6477488786081
洛江石龙谷森林游乐园,,福建省泉州市洛江区虹山乡苏山村,欣赏秀丽的自然景观，体验淳朴的农耕文化,0.0,33,190,118.60064358651496,25.268543099699293
山王坪喀斯特国家生态公园,,重庆市南川区金佛大道239号,独特的天然“生态石林”景观,0.0,35.7,190,107.0961480072798,29.15889356296091
小平岛景区,,辽宁省大连市甘井子区小平岛景区,信息产业带的龙头地段,0.0,28,188,121.4998900990826,38.83536492189047
千岛湖东南湖区,,浙江省杭州市淳安县千岛湖景区内,黄金旅游线上的一颗璀璨明珠,0.0,185,188,119.15867718360646,29.60076306591475
营口熊岳天沐温泉,,辽宁省营口市经济技术开发区熊岳镇温泉村铁东街,东北第一泉，辽宁首席温泉度假目的地,0.0,80,188,122.16684116974736,40.17144037869584
鄂尔多斯动物园,4A,内蒙古鄂尔多斯东胜铁西区三园路1号,春天带孩子与小动物们亲密接触吧,0.0,210,188,109.99757300751905,39.83213275490387
湖广会馆,4A,重庆市渝中区长滨路芭蕉园1号湖广会馆,一馆缩影江南明清遗风,0.72,27,186,106.59328334360751,29.56390688809595
珠海长隆企鹅酒店自助餐厅,,广东省珠海市香洲区横琴新区环岛东路长隆企鹅酒店内,企鹅极地主题酒店，企鹅陪你玩翻天,0.0,113,186,113.55604791545103,22.117772180127176
叠彩山,,广西壮族自治区桂林市龙珠路2号叠彩山,观历代名人摩崖石刻，登叠彩一览桂林全景,0.76,9,186,110.3100061754991,25.290605366024746
西安半坡博物馆,4A,陕西省西安市东郊半坡路155号,感受新石器时代的仰韶文化,0.7,6.4,186,109.05751235752118,34.27913386120137
琴岛之眼,,山东省青岛市黄岛区漓江西路,俯瞰西海岸，领略大青岛的磅礴气势,0.0,43,186,120.17994511371593,35.94134285863273
小白鹭海滨度假村,,福建省宁德福鼎市小白鹭海湾,以渔文化民俗游为主体的海滨休闲度假区,0.0,12.2,186,120.19830746411914,27.224828701233616
昆明花都海洋世界,,云南省昆明市呈贡区斗南花花世界,以花卉、海洋为主题的内陆高原海洋世界,0.0,100,186,102.78597618271327,24.90116789551296
天意谷,,四川省广安市邻水县甘坝乡苏家村,水石交融、高深莫测的神秘世界,0.0,95,186,106.83056635467052,30.261721786953505
维多利亚海港,,香港特别行政区油尖旺区,美轮美奂的世界夜景，港阔水深的天然良港,0.82,15.9,186,114.17509300074244,22.324424354303936
新加坡SEA海洋馆,,"80 Siloso Road, Sentosa, Singapore 098969",观赏色彩斑斓的珊瑚丛和奇异的海洋生物,0.72,59,186,,
小七孔风景区,,贵州省黔南州荔波县,山、水、林、洞、湖、瀑为一体的原始奇景,0.7,218,186,107.9302133859601,25.401317993202547
雅戈尔动物园,4A,浙江省宁波市鄞州区东钱湖镇梅湖村对面,野生风情，动物天堂,0.72,118.6,184,121.67944014874288,29.81147416440212
马岭河峡谷,,贵州省黔西南兴义城东北6公里,谷内群瀑飞流，翠竹倒挂，让人流连忘返,1.0,69,184,104.85783724276915,25.002543765436346
漓江四星级游船,,广西壮族自治区桂林市灵川县,桂林山水精华之所在,0.0,185,184,110.41812911350989,25.381008804926665
仙岛湖,3A,湖北省黄石市阳新县王英镇,没有一丝喧闹，置身其中，回归大自然,0.76,30,184,114.84006152170669,29.807749648498785
通灵大峡谷,4A,广西壮族自治区百色市靖西县湖润镇新灵村,巨型钟乳石高崖倒悬，古树老藤遮天蔽日,1.0,98.1,182,106.67577437923934,23.006547857517408
天子山,,河北承德市兴隆县挂兰峪镇二甸子村,一个纯天然少有人涉足的净地,0.0,40,182,117.68479244887001,40.339459932983964
普罗旺斯薰衣草庄园,,黑龙江哈尔滨香坊区东方红社区东北侧,薰衣草庄园,0.0,65,182,126.79204413625399,45.71044932235944
长影旧址博物馆,,吉林省长春朝阳区红旗街1118号,电影人的朝圣地，新中国电影艺术成就的殿堂,0.0,50,182,125.29874975611705,43.871688164900455
37度梦幻海,,山东省烟台市开发区黄河路365号37度梦幻海水乐园,享受水上世界的自由放松,0.0,1.9,182,121.19998019648669,37.58647831724939
山西王家大院,4A,山西省晋中市灵石县静升镇静升村,汉族传统民俗文化建筑艺术的瑰宝,0.82,3.8,182,111.87702673806322,36.90222202340433
芙蓉国粹,,四川省成都市锦江区华兴正街54号锦江剧场芙蓉国粹,感受古蜀文化川剧的魅力,0.0,80,182,104.08675737435509,30.665330939748007
月坨岛（月岛）,4A,河北省唐山市乐亭县西南渤海湾中的沙岛,沙丘松软，滩缓潮平，沙阜隆起，连绵起伏,0.86,102,182,118.93994305703049,39.35722889189613
木坑竹海,3A,安徽省黄山市黟县宏村木坑,卧虎藏龙拍摄地，恰如世外桃源般令人神往,0.7,15,182,117.98859334302392,29.995008819144832
库车王府,,新疆阿克苏地区库车县老城林基路街,有幸在王爷家做客，一睹王爷风采,0.7,45,182,82.92913088222667,41.72792886253672
滕王阁游轮,,江西省南昌市仿古街58号,领略南昌的“名城、名江、名楼、名景“,0.0,86.6,182,115.88869510955011,28.68662147776157
白鹿原影视城,,陕西省西安市蓝田前卫镇s107（关中环线）将军岭隧道西1公里处,远望关口、身在关中,0.0,14,182,109.28930536755045,34.08407029821061
鼓浪屿颠倒博物馆,,福建省厦门市思明区鼓浪屿漳州路60号（鼓浪屿音乐厅旁）,国内首家大型综合颠倒博物馆来厦门,0.0,24.8,182,118.07713711716302,24.44867949854019
崂山太清景区,,山东省青岛市崂山区崂山景区内东南部,坐落在宝珠山下，崂山东南部的风景区,0.0,158,182,120.61758463642437,36.129311617415254
五公祠,3A,海南省海口市琼山区流芳路2号,品味海南历史文化及中国书法之美,0.78,13.01,180,110.36848500629759,20.013031478777958
南昌3D错觉艺术馆,,江西省南昌市青山湖区高新大道8号大润发3楼,3D呈现惊人错觉视觉感受,0.0,28.8,180,115.97025255333352,28.66888846478548
龙鳞石海,4A,重庆市万盛区石林镇石鼓村境内,喀斯特地质公园类自然风景旅游区,0.0,72,180,106.92031482317127,28.84357220316317
六和塔,,浙江省杭州市西湖区之江路84号,既可欣赏古塔的雄姿，又能领略钱塘江的风光,0.74,18,180,120.13786793476392,30.202385955884413
白云山,5A,广东省广州市白云区广园中路白云山景区,南粤名山之一，有“羊城第一秀”之称,1.0,4.8,180,113.31393010805493,23.198119779335638
大宋东京梦华,,河南省开封市龙亭区龙亭西路5号,生动地再现北宋京都汴梁的盛世繁荣,0.8,266,180,114.34386925984691,34.81420923145642
大连铭湖国际观光牧场,4A,辽宁省瓦房店市炮台镇沈大高速炮台出口,国内首创新型科技农业观光旅游项目,0.0,42,180,121.77099004682036,39.48414124561911
燕塞湖,4A,河北省秦皇岛市山海关区小陈庄北,自然景观星罗棋布，蕴尽诗情画意,0.72,43,180,119.71489198109849,40.03285191714041
合肥海洋世界,,安徽省合肥市经济技术开发区繁华大道321号,与极地海洋动物进行亲密互动,0.0,115,180,117.22199712450778,31.788116316421277
神潭大峡谷,,山西省运城永济市永济电机厂南2公里处水峪口村,“梦幻水乡”“人间仙境”,0.0,45,180,110.43800818992376,34.840575371726466
苏州乐园海底世界,,江苏省苏州市高新区玉山路162号苏州乐园水上世界商业广场A区苏迪糖果乐园楼下,多功能大型现代都市水族馆,0.0,20,180,120.4394627925981,31.386417618690732
连州地下河,5A,广东省清远连州市东陂镇大洞村,洞中石笋、石柱、石花、石幔，诡谲奇特,0.76,130,178,112.30864488678486,24.99509479675723
北京海洋馆,4A,北京市海淀区高粱桥斜街乙18号,奇幻海洋之旅，在帝都感受大海的魅力,0.7,160,178,116.34693963177207,39.94972262974068
东方绿舟,4A,上海市青浦区沪青平公路6888号,全国首屈一指的青少年校外教育营地,0.7,44,178,121.02017563599946,31.107361709264083
杭州黄龙洞,,浙江省杭州市西湖区曙光路69号,以缘为主题，龙为主景，松篁交翠，山径幽深,0.0,12,178,120.14473009055462,30.269737458629262
森哒星生态度假公园,,贵州贵安新区黔中路与北斗湖之路交汇处云漫湖国际旅游休闲度假区内,真正的家庭型自然探索生态度假公园,0.0,50,178,106.58130052212559,26.41405057820491
太阳岛冰雪艺术馆,,黑龙江省哈尔滨市松北区太阳岛风景区内,冰雪艺术品室内展馆,0.0,80,178,126.6143244602102,45.79696258452855
少华山国家森林公园,4A,陕西省渭南华县莲花寺镇袁寨村,四季风光变幻无穷，人称“陕西的九寨沟”,0.7,53,178,109.8453614844834,34.510541720091524
玉华洞,4A,福建省三明市将乐县古墉镇梅花村,洞内岩石光洁如玉，光华四射，遍布幽奥,0.82,95,178,117.51888507822244,26.710785051121977
阳朔大榕树,,广西壮族自治区桂林市阳朔县穿岩村大榕树景区,千年古树，一棵树就是一片森林,0.0,12.07,178,110.49343328314902,24.737779159272872
西岭雪山,4A,四川省成都市大邑县内,壮观旖旎、神秘奇特,0.74,78,176,103.38845160801436,30.614941412606022
棕榈谷水城,,广东省东莞市东城区迎宾路8号,享受刺激有趣的水上活动,0.7,62,176,113.89829034022712,22.967661075544942
南京汤山一号温泉,,江苏省南京市江宁区汤山镇温泉路5号,享受特色温泉“冷雾温泉”，感受冰凉体验,0.0,118,176,119.06984466648031,32.05825845385744
五洩,4A,浙江省绍兴市五洩镇诸暨五泄风景区,景致美不胜收，言不胜表,0.86,65,176,120.05597957259282,29.711892275688108
石家庄动物园海洋馆,,河北省鹿泉市获鹿镇杜家庄村西北侧,诠释对海的眷恋,0.0,54,176,114.32867695536717,38.09388623529066
永嘉书院,,浙江省温州市永嘉县沙头镇珠岸村永嘉书院,文化、休闲、观光旅游综合项目基地,0.0,25,176,120.70488518282305,28.273803894296652
哈尔滨松花江观光索道,,黑龙江省哈尔滨道里区通江街218号,"索道之处,风光无限,尽揽松花江风光",0.0,47.3,176,126.61723615492751,45.78436973849996
昆明西山龙门景区,4A,云南省昆明市西山区西山公路,瞻仰文化碑林，看满清八旗遗迹,0.74,73.9,176,102.62574542895143,24.989910553185073
滨海栈道,,广东省深圳市盐田区港西面滨海栈道,世界第一长“海滨玉带”,0.0,58,176,114.27848287567366,22.606981337588515
天堂寨,5A,安徽省金寨县天堂寨风景区,感受大自然的神气伟丽，品味乡野的淳朴善良,1.0,131,176,115.77931490356178,31.47909281966015
七星寨,,湖北省恩施市屯堡乡板桥镇,包括多种地质景观，是清江大断裂景观精华,0.0,190,176,109.2082072524999,30.42204840002959
沙家浜,5A,江苏省苏州市常熟市阳澄湖畔,穿越历史的气质美,0.72,29.5,176,120.8314859651577,31.669446047798115
鼎湖山,4A,广东省肇庆市鼎湖区上山路坑口镇,风光秀丽，具有浓郁江南诗情画意,0.86,62,176,112.56486964617616,23.16564641490392
港澳通行证团队澳门送关服务,,澳门特别行政区,24小时贴心服务，方便快捷，送游客出关,0.0,1,176,113.55751910182492,22.204117988443336
天目湖水世界,,江苏省常州溧阳市环湖东路1号,主题型水上乐园,0.0,130,174,119.44319121609327,31.300236005551376
锡惠公园,,江苏省无锡市北塘区惠山直街2号（近惠山东麓观泉街巷口）,展现了南朝以来各个朝代的历史文化古迹,0.9199999999999999,57,174,120.27812154183393,31.58588013471458
东莞龙凤山庄影视渡假村,4A,广东省东莞市凤岗镇官井头大龙管理区龙凤山庄路,甜蜜浪漫，梦幻伊甸园,0.0,45,174,114.1941253097455,22.725486444792868
鸡鸣岛,,山东省威海市荣成市港西镇,《爸爸去哪儿》第四站山东站的拍摄地点,0.0,50,174,122.43454512201313,37.38955615145959
中国西部大峡谷,4A,云南省昭通市水富县金沙江畔,沉醉在山顶的云雾中，沐浴在升腾的水雾里,0.0,78,174,104.22883253660663,28.510929836358752
香港天际100观景台,,香港特别行政区油尖旺区柯士甸道九龙西1号环球贸易广场100f,海拔393米高处，360度鸟瞰香港景色,0.0,37,174,114.17213205912145,22.30629706150634
河源巴伐利亚庄园,,河源市源城区万洞旅游区巴伐利亚庄园,健康旅游+乐活养老,0.0,40,174,114.6269368093984,23.63784470721064
夫子庙秦淮河游船,,江苏省南京市秦淮区,中国第一历史文化名河,0.8400000000000001,58,174,118.81722069708675,32.0079691361432
天堂寨,4A,湖北省黄冈市罗田县,不是天堂，胜似天堂,0.9,90,174,115.48102224121077,30.932372750756645
集发生态农业观光园,4A,河北省秦皇岛市北戴河海北路中段,看、玩、吃、购、娱一条龙的生态农业观光园,0.72,33.5,174,119.42362684073036,39.828751383299156
四川广播电视塔,,四川省成都成华市猛追湾街168号,西部第一个高塔,0.0,29.9,174,104.10176165832732,30.667367663989992
威海天沐温泉,,山东省威海市文登市张家产镇天沐温泉度假村内,住亲水客房，吸清新空气,0.0,79,172,122.08058618998452,37.08764020008007
大别山地质公园彩虹瀑布,,安徽省安庆市岳西县黄尾镇黄尾村,原生态猴河峡谷，数千米的奇石走廊,0.0,85,172,116.32995621030886,31.139786345327227
三坊七巷,5A,福建省福州市鼓楼区三坊七巷,感受浓厚的闽越古城民居特色,1.0,86,172,119.2906329396076,26.097871106548066
敦煌旅游集散中心,,甘肃省酒泉市敦煌市鸣山北路373号,提供更专业、更人性化的细致旅游服务,0.0,66,172,94.66885879873305,40.1443528529387
